Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz)
19866.56603773585,-7.35777353225283e-13,2.6611109447919103e-20,0.8246979902767957,0.0
19900.377358490565,2.0103819040901557e-12,3.310464815927132e-20,0.8580361639812926,0.0
19934.188679245282,-1.4212052825330535e-12,1.963363920053613e-20,0.7890193068307308,0.0
19968.0,1.2301366917696752e-12,3.440110646557126e-20,0.8495316653089918,0.0
20001.811320754718,-1.642181622813506e-12,1.5418137675669353e-20,0.8428222917743694,0.0
20035.622641509435,6.313765453161799e-13,2.931796129465119e-20,0.7583477416816797,0.0
20069.43396226415,3.6022171681782664e-13,1.359495371228991e-20,0.8111157533317674,0.0
20103.245283018867,-9.086673513915656e-14,2.3597228934494366e-20,0.7951329064113346,0.0
20137.056603773584,6.193236775220485e-13,3.432141929993191e-20,0.7844241160770622,0.0
20170.867924528302,-1.954275495638797e-13,1.592997486453252e-20,0.7462881230261765,0.0
20204.67924528302,2.859984766103189e-14,2.3032667284755535e-20,0.7985923052247997,0.0
20238.490566037737,-1.7673645223533162e-13,2.01461301684759e-20,0.8208960587575905,0.0
20272.30188679245,-1.2146106929178137e-12,2.3558355500692446e-20,0.7773532727729395,0.0
20306.11320754717,2.19085693578106e-12,2.0991280060383825e-20,0.796260375413445,0.0
20339.924528301886,-1.3813392810107524e-12,1.7889351155781973e-20,0.7995234412683142,0.0
20373.735849056604,2.253882699868252e-13,1.9443807136261962e-20,0.8241846280337234,0.0
20407.54716981132,9.459385998632964e-13,2.3255059757861126e-20,0.8083695483423515,0.0
20441.35849056604,-1.165599740981492e-13,3.2642662403017246e-20,0.832792373855554,0.0
20475.169811320753,7.118175841641645e-13,2.773845448887925e-20,0.8295929196770898,0.0
20508.98113207547,-3.397516136502682e-12,2.5142894825220192e-20,0.846953980881503,0.0
20542.79245283019,1.4823602721174282e-12,2.1190871290428845e-20,0.8221326930493787,0.0
20576.603773584906,-2.5410027245117128e-12,3.4374839162807036e-20,0.7920932929803148,0.0
20610.415094339623,1.5248371713816777e-12,7.962332032900139e-21,0.7985966556915398,0.0
20644.22641509434,2.075991189088923e-12,2.4872018976858896e-20,0.7647001351634867,0.0
20678.037735849055,-1.727402967252487e-12,1.8832941676679878e-20,0.8772305278222368,0.0
20711.849056603773,3.5378186985562246e-13,2.0219141021341034e-20,0.9032935199372266,0.0
20745.66037735849,-3.4254022088174506e-13,2.961483363611918e-20,0.8506286514908011,0.0
20779.471698113208,2.102374884893185e-12,3.736096054710279e-20,0.8015674765680023,0.0
20813.283018867925,-7.659272012732934e-13,3.1573174888111617e-20,0.8713889329697615,0.0
20847.094339622643,-1.6818225052068112e-12,1.5055339465172526e-20,0.8344427188443586,0.0
20880.905660377357,3.931366851806188e-13,2.320964245055479e-20,0.7940548464266434,0.0
20914.716981132075,-8.878213857369278e-13,1.197261284936224e-20,0.8083841697544993,0.0
20948.528301886792,1.6177691650530477e-12,1.8706462263832372e-20,0.8317898595408995,0.0
20982.33962264151,-7.278507761662507e-13,3.024632391923208e-20,0.8092624470868269,0.0
21016.150943396227,1.5178048455914309e-12,2.3985320859294774e-20,0.861864682508397,0.0
21049.962264150945,-7.727271267856931e-13,1.540615454931329e-20,0.7696949091641909,0.0
21083.77358490566,2.3501998044028063e-13,1.6745971829308904e-20,0.7615841659396849,0.0
21117.584905660377,4.2753728778518754e-13,2.054031548525588e-20,0.7902992929254319,0.0
21151.396226415094,2.6019995658016337e-13,2.1108866644145977e-20,0.8267922906713201,0.0
21185.20754716981,-1.7614413925572643e-12,1.2965730603553015e-20,0.7226596281535621,0.0
21219.01886792453,-5.879028568033725e-14,2.292105431344572e-20,0.8071382265526169,0.0
21252.830188679247,6.46134643729505e-14,9.788780796162081e-21,0.7526183306504617,0.0
21286.64150943396,7.115667047864027e-13,1.720789428393453e-20,0.8487889285036236,0.0
21320.45283018868,3.565643699045216e-13,1.586281559775281e-20,0.8427064212903533,0.0
21354.264150943396,-2.723865256732385e-13,2.5508561327050736e-20,0.8053638406885548,0.0
21388.075471698114,-2.7374324601945254e-16,4.04648874547877e-20,0.8239642160160202,0.0
21421.88679245283,-1.3498531915697379e-12,1.6435905932012604e-20,0.7831822543586767,0.0
21455.69811320755,1.1046136347147784e-12,1.6248266296801362e-20,0.833817549203956,0.0
21489.509433962263,8.806144102779318e-13,1.1989541503299812e-20,0.7872117760645998,0.0
21523.32075471698,1.0115418801851554e-12,1.4046953988861794e-20,0.8363323645972918,0.0
21557.132075471698,-1.931088560645935e-12,1.7163383308672815e-20,0.8071967359526441,0.0
21590.943396226416,-1.1350421475610919e-12,3.111171002504722e-20,0.8421605740815444,0.0
21624.754716981133,6.551717777132643e-13,2.2643447904925272e-20,0.8027187469234554,0.0
21658.56603773585,1.026286247764994e-12,1.0884278520171386e-20,0.8276361818104748,0.0
21692.377358490565,9.253096506636935e-14,8.201532060723179e-21,0.8324669095787576,0.0
21726.188679245282,1.4995203193837016e-14,3.092457766645363e-20,0.8327062860494223,0.0
21760.0,9.631929383187833e-13,1.469566305973788e-20,0.85249005572496,0.0
21793.811320754718,4.781810674505652e-13,3.7305497359828714e-20,0.8062694793892089,0.0
21827.622641509435,-3.5186372411567983e-12,2.0963643263858763e-20,0.801792166245359,0.0
21861.43396226415,3.4280710339177426e-12,4.49975310499996e-20,0.7984773577646745,0.0
21895.245283018867,-5.576245831528142e-14,1.558233600741278e-20,0.8426463612422491,0.0
21929.056603773584,-3.666891922121382e-12,1.9363735191118033e-20,0.8068981549309164,0.0
21962.867924528302,-1.192541894152443e-13,1.1192778408025346e-20,0.8503148164527377,0.0
21996.67924528302,-1.5947357683047127e-13,2.0383111662842753e-20,0.8582626602255666,0.0
22030.490566037737,2.7162288717089304e-12,2.793237335237974e-20,0.7633031013189088,0.0
22064.30188679245,-1.5504698230767173e-12,2.2822302480756828e-20,0.7988893917702482,0.0
22098.11320754717,2.2720463133095155e-12,3.0237422263119036e-20,0.801955966969593,0.0
22131.924528301886,-9.17750148627083e-13,2.0305185386069827e-20,0.8511958014074166,0.0
22165.735849056604,-1.2738281874677826e-12,2.1922389558906894e-20,0.7467664058076257,0.0
22199.54716981132,1.447228493569994e-13,1.1003047270201857e-20,0.7571564771868026,0.0
22233.35849056604,-5.060140546925678e-13,2.165597612826293e-20,0.8155260527702178,0.0
22267.169811320753,4.984054403714268e-13,1.384109860487158e-20,0.8220061110752532,0.0
22300.98113207547,5.674725128181945e-13,1.3016315301497719e-20,0.7597053761067585,0.0
22334.79245283019,1.6974845579240055e-12,1.9777048107870323e-20,0.8436923102761753,0.0
22368.603773584906,-2.918104344625617e-12,3.156759357862798e-20,0.7935311893585991,0.0
22402.415094339623,6.94024518204442e-13,2.952729477340014e-20,0.822856610637582,0.0
22436.22641509434,9.5812091847198e-13,2.714732280707815e-20,0.8298011499764221,0.0
22470.037735849055,2.0999810399952124e-12,1.8318325554116596e-20,0.8339936700146637,0.0
22503.849056603773,-4.180895078670247e-12,2.856130670674359e-20,0.7812282235987589,0.0
22537.66037735849,2.840224972808111e-12,2.4446513831673682e-20,0.8407155804369206,0.0
22571.471698113208,-1.0264243597798625e-13,1.1244828182968451e-20,0.8128775988722036,0.0
22605.283018867925,-2.3524113805213237e-13,2.2748205900949232e-20,0.815832795832422,0.0
22639.094339622643,-1.7630843174575661e-12,9.547892466757366e-21,0.8119527637024389,0.0
22672.905660377357,7.695666662222039e-13,1.9654880748578014e-20,0.7835600922800843,0.0
22706.716981132075,-3.209711301501113e-13,4.1436561200665324e-20,0.8126550377790065,0.0
22740.528301886792,-3.838460481163188e-13,1.7969277414348518e-20,0.8158230160150363,0.0
22774.33962264151,1.50013828352502e-12,1.4912221772669484e-20,0.8054345341082874,0.0
22808.150943396227,-1.0828705809577223e-12,2.3529144275430185e-20,0.8494484061923947,0.0
22841.962264150945,6.657305615830686e-13,2.0617743365176622e-20,0.8186912284411608,0.0
22875.77358490566,6.388675514358883e-13,2.95208045603312e-20,0.7696165836876023,0.0
22909.584905660377,-9.696705160979632e-13,2.880700603903317e-20,0.81893500865276,0.0
22943.396226415094,5.352838197842371e-13,1.5397737224264134e-20,0.805001291157514,0.0
22977.20754716981,3.0903039934560716e-13,1.2979038168090854e-20,0.7852249298716415,0.0
23011.01886792453,1.0884608339571463e-12,1.3438745404176492e-20,0.7964631491204975,0.0
23044.830188679247,3.139792667416607e-13,3.1437955843692336e-20,0.8169434013975674,0.0
23078.64150943396,-1.4756663894580095e-12,3.2350778926466225e-20,0.8316423912992968,0.0
23112.45283018868,-2.647747307774283e-12,2.256275785373093e-20,0.8226619407832961,0.0
23146.264150943396,4.256367929049849e-12,3.1370010266323244e-20,0.8219710797264053,0.0
23180.075471698114,-1.925821238227876e-12,3.133011039358397e-20,0.7901308740374353,0.0
23213.88679245283,1.6061801763698899e-12,1.951064386217759e-20,0.8242701448472382,0.0
23247.69811320755,-5.257892553397409e-13,2.015443027527005e-20,0.8338382749702123,0.0
23281.509433962263,-5.909576959160632e-13,1.890926343642234e-20,0.7879749313459949,0.0
23315.32075471698,-3.244137714280024e-12,3.4882692340504247e-20,0.7616549554736946,0.0
23349.132075471698,2.056826636505872e-12,1.6349332780224366e-20,0.8488062601131678,0.0
23382.943396226416,1.9802010509604255e-12,2.727705328531093e-20,0.8052375671952774,0.0
23416.754716981133,-2.4351996206984105e-12,2.1295660304299024e-20,0.8041022432847709,0.0
23450.56603773585,1.3165479694683586e-12,2.7711666553316516e-20,0.7956673093013605,0.0
23484.377358490565,1.0028208070805225e-12,2.0989232931974947e-20,0.7951771964455069,0.0
23518.188679245282,-9.914270572863164e-13,1.8935608947124548e-20,0.8688389947400923,0.0
23552.0,-1.7907685632150989e-12,1.8830125388050037e-20,0.8417918183274461,0.0
23585.811320754718,2.7161622593530932e-12,2.8627867256004403e-20,0.8069411830391808,0.0
23619.622641509435,-7.851645808264536e-13,3.406499066743806e-20,0.7962847712682103,0.0
23653.43396226415,-2.884818642834536e-13,3.7224845196018355e-20,0.8180657830450114,0.0
23687.245283018867,-8.410988936187578e-13,1.4274291006162065e-20,0.7443193352788895,0.0
23721.056603773584,-7.11496226019762e-13,1.5537460037004316e-20,0.8281433733015303,0.0
23754.867924528302,2.301565615820329e-12,9.136313388010931e-21,0.7945315164085864,0.0
23788.67924528302,-1.579758519113516e-14,2.609044934596248e-20,0.8040166319691768,0.0
23822.490566037737,-2.7946448324740214e-12,1.7286288647606693e-20,0.8440368595286166,0.0
23856.30188679245,9.186826101798702e-13,1.841221096604527e-20,0.7702782439553404,0.0
23890.11320754717,4.689443156505957e-13,3.9714647658336e-20,0.856182258943965,0.0
23923.924528301886,-2.196777882984647e-13,1.2108209175975246e-20,0.8191896317410103,0.0
23957.735849056604,1.341221419120918e-12,2.257533990863969e-20,0.8134683144800896,0.0
23991.54716981132,-3.629384219221461e-13,3.966122558322548e-20,0.8357110290217374,0.0
24025.35849056604,2.5344735190105243e-12,3.703013660632715e-20,0.8022724076146954,0.0
24059.169811320753,-3.579347757479995e-12,2.354828957943282e-20,0.8296771702125008,0.0
24092.98113207547,1.152580153180575e-12,6.969968318753828e-21,0.7479241355163426,0.0
24126.79245283019,-2.3312033723797983e-12,2.0887346493933506e-20,0.7864448255367763,0.0
24160.603773584906,2.343743222848413e-12,2.0078163896065874e-20,0.8066360739868217,0.0
24194.415094339623,-6.4713428892344005e-15,3.8145800541274573e-20,0.7516041969236409,0.0
24228.22641509434,-9.608562131986692e-13,2.678677208658866e-20,0.8274270692574143,0.0
24262.037735849055,1.3608938419954365e-13,2.0267199927340138e-20,0.8108649479498414,0.0
24295.849056603773,-2.174430597021254e-12,3.960229991777696e-20,0.8088529456912684,0.0
24329.66037735849,8.083922899770534e-13,2.8125917454438044e-20,0.7827724990249008,0.0
24363.471698113208,-3.155238087047351e-13,3.902377987785537e-20,0.8018601220749754,0.0
24397.283018867925,3.791210661257322e-12,2.5549470657961767e-20,0.8703471539433398,0.0
24431.094339622643,-2.1038448265895233e-12,2.0953197793780353e-20,0.8429365029596958,0.0
24464.905660377357,1.3716250430443849e-12,1.440875377874449e-20,0.8536820595762661,0.0
24498.716981132075,-1.5317478870206218e-12,1.9110496124695273e-20,0.8009517214139473,0.0
24532.528301886792,2.867343376608333e-13,3.0842285614779024e-20,0.8141221992510562,0.0
24566.33962264151,9.101374653965667e-13,2.1734844861725284e-20,0.7623409930828589,0.0
24600.150943396227,5.169465802991905e-14,2.1145376164658665e-20,0.793601739582508,0.0
24633.962264150945,-1.504080253756277e-12,2.0170389357197336e-20,0.8219193994292545,0.0
24667.77358490566,-4.877310360891044e-13,1.6422815815082967e-20,0.8170664549971264,0.0
24701.584905660377,7.406229732645817e-13,1.861995463826394e-20,0.7939629242897709,0.0
24735.396226415094,-1.6696479536270833e-12,2.6896210624896218e-20,0.7399275733604903,0.0
24769.20754716981,1.4180681609121517e-12,7.346226112448714e-21,0.7937061109432025,0.0
24803.01886792453,7.390882448171673e-13,2.0310350321793103e-20,0.7759392525291205,0.0
24836.830188679247,-2.6906615319882184e-12,1.9937597998446636e-20,0.811690227242874,0.0
24870.64150943396,1.0557493547922217e-12,2.299194903062541e-20,0.8527441676099369,0.0
24904.45283018868,2.1716526944449485e-12,3.1352811958123624e-20,0.8480646565321808,0.0
24938.264150943396,6.995690734967479e-13,1.4689467328083646e-20,0.7685322987198137,0.0
24972.075471698114,-3.8269639811609236e-12,3.220863299274114e-20,0.8360822755830701,0.0
25005.88679245283,3.884236647905022e-12,1.9600364574024692e-20,0.790221279949258,0.0
25039.69811320755,5.988516746275437e-14,3.1688927497220907e-20,0.8353446522416876,0.0
25073.509433962263,-1.1816788269566535e-12,1.8953498075785855e-20,0.7831717177818173,0.0
25107.32075471698,1.3260139068256163e-12,1.587394339883156e-20,0.8229522803966044,0.0
25141.132075471698,-1.4029176268342408e-12,1.5970097410186207e-20,0.8243671645255276,0.0
25174.943396226416,-2.3392261933970022e-12,1.9424655375145207e-20,0.8448795007953978,0.0
25208.754716981133,1.4644806232737803e-12,2.768210349509101e-20,0.8196016295703794,0.0
25242.56603773585,4.3504328183809357e-13,3.339964531295237e-20,0.7867955294401284,0.0
25276.377358490565,-2.268056322586914e-12,3.8859771941561514e-20,0.8179159283193181,0.0
25310.188679245282,4.432600727475096e-13,1.443789050439734e-20,0.805204006008197,0.0
25344.0,4.093170879578008e-12,2.5768912742460724e-20,0.8580665922498149,0.0
25377.811320754718,-7.630411362789813e-13,2.1238534052981776e-20,0.9515659448780553,0.0
25411.622641509435,-2.016022323963604e-12,4.71112849700242e-20,0.8166538192791228,0.0
25445.43396226415,1.3609861008667399e-12,2.2028610743776604e-20,0.7992629645397156,0.0
25479.245283018867,-1.1047150010456449e-12,1.854709106982244e-20,0.8207220158117359,0.0
25513.056603773584,3.2248316023692596e-12,4.3441992592916765e-20,0.8376426826206185,0.0
25546.867924528302,-3.665461110834008e-12,4.2467115039995997e-20,0.8431440207349417,0.0
25580.67924528302,5.640692466066166e-13,2.836299950505516e-20,0.8031840404144641,0.0
25614.490566037737,-1.2329874090277316e-12,2.419647850930241e-20,0.7830972701708627,0.0
25648.30188679245,-1.0803857869239695e-12,4.1827142305862756e-20,0.7929322277143954,0.0
25682.11320754717,1.7001798132347913e-12,2.8637730582247166e-20,0.7788559066169156,0.0
25715.924528301886,3.0188381204189023e-12,1.2617044382381104e-20,0.8438078223271009,0.0
25749.735849056604,-1.1901783100352802e-12,1.633931419782232e-20,0.7901879560535371,0.0
25783.54716981132,-4.351283497174834e-12,2.4902875116672124e-20,0.8334797550514271,0.0
25817.35849056604,5.620859737910594e-12,2.0524165514426645e-20,0.8252271985175816,0.0
25851.169811320753,-2.1090683335477975e-12,2.3014879808591985e-20,0.7991699224857607,0.0
25884.98113207547,1.5705200653401589e-12,1.0062109441398267e-20,0.8138349129132304,0.0
25918.79245283019,-3.5138203571210616e-12,2.156603256094772e-20,0.7790689593367084,0.0
25952.603773584906,1.311673544913166e-12,2.6157587241375002e-20,0.8112814931493949,0.0
25986.415094339623,1.1292783216403995e-12,3.234245601861871e-20,0.8281996125076525,0.0
26020.22641509434,8.184982078274214e-14,2.4727159721655242e-20,0.862284651604842,0.0
26054.037735849055,-2.045857351199018e-12,2.2711234639078548e-20,0.8176752000730834,0.0
26087.849056603773,2.2085371900470084e-12,3.360123902638887e-20,0.8255363747030044,0.0
26121.66037735849,3.1859047208917084e-13,3.5416402376337064e-20,0.8153155700509416,0.0
26155.471698113208,-1.2320472496307533e-12,2.4338978190009778e-20,0.8339557225454837,0.0
26189.283018867925,-5.782805733152766e-13,3.108576301530985e-20,0.8073064729016595,0.0
26223.094339622643,1.1864595347203647e-12,3.268720094862767e-20,0.8219625075774326,0.0
26256.905660377357,-3.475205118653276e-12,2.5964234410289684e-20,0.8389964340538502,0.0
26290.716981132075,2.535542816378048e-12,2.4542797913185917e-20,0.7949199726200009,0.0
26324.528301886792,1.1775776787088587e-12,1.1922268714869181e-20,0.8614483809593491,0.0
26358.33962264151,-1.1308303177654789e-12,1.7382303295031082e-20,0.797973954651976,0.0
26392.150943396227,6.085981690325391e-13,2.1832666323972785e-20,0.8484999174187132,0.0
26425.962264150945,4.4179829662032886e-13,2.747352751699878e-20,0.808069447530366,0.0
26459.77358490566,-5.030984955915534e-13,2.2670263102289186e-20,0.8420947518433958,0.0
26493.584905660377,1.577560923640474e-12,3.820075873936914e-20,0.817357702470989,0.0
26527.396226415094,-2.443627668041971e-12,2.8149349862055176e-20,0.7767266599074488,0.0
26561.20754716981,2.0635493667377773e-13,7.178688937905216e-21,0.822251633241843,0.0
26595.01886792453,3.775543152261991e-15,8.369478045324212e-21,0.811487373244565,0.0
26628.830188679247,1.7438632177231646e-12,2.5303676254059897e-20,0.7480922809527214,0.0
26662.64150943396,-2.5832821016610597e-12,2.5884477721062068e-20,0.8544831882972951,0.0
26696.45283018868,1.102434437975088e-12,1.5871777227995694e-20,0.8008308928792971,0.0
26730.264150943396,-7.051963039855605e-13,2.7085507628672217e-20,0.8522829358679171,0.0
26764.075471698114,5.766403178884431e-13,2.8317411591149606e-20,0.7831526578187878,0.0
26797.88679245283,8.898988119128593e-13,2.697254624194424e-20,0.8157713177569582,0.0
26831.69811320755,2.8016692436991763e-13,2.6632165652798002e-20,0.8004988009679728,0.0
26865.509433962263,-1.215653506089523e-12,2.842316855597755e-20,0.8172455792162706,0.0
26899.32075471698,8.809271299731465e-15,3.404363108623793e-20,0.826372007980704,0.0
26933.132075471698,-2.6791502732357603e-13,3.24184904165406e-20,0.7670852103479839,0.0
26966.943396226416,5.54446495380663e-13,5.549313414416344e-20,0.8242027064227382,0.0
27000.754716981133,1.277873457669236e-12,1.929044440271765e-20,0.8211693559672785,0.0
27034.56603773585,-7.386013655719662e-13,2.4057128493941563e-20,0.8240084718616566,0.0
27068.377358490565,3.364901476164176e-13,2.1120084821409304e-20,0.7837927238863024,0.0
27102.188679245282,-7.101006398452988e-13,2.0558756452689218e-20,0.810408063932236,0.0
27136.0,1.6198168805494904e-12,2.0762398354619978e-20,0.8075827977582644,0.0
27169.811320754718,-2.034731137301327e-12,1.661955408990096e-20,0.7900350140395062,0.0
27203.622641509435,-6.744618756864839e-14,2.501063348014837e-20,0.8800883400516938,0.0
27237.43396226415,-5.273685427212983e-13,1.627984012158393e-20,0.8623299446977836,0.0
27271.245283018867,-8.657221981905935e-13,2.4313941316779984e-20,0.7945962433938779,0.0
27305.056603773584,2.191283853026422e-12,3.4659290494083045e-20,0.7852229408484344,0.0
27338.867924528302,-1.1866337560181088e-12,4.1686207724602473e-20,0.811424581084541,0.0
27372.67924528302,6.535056950929952e-13,2.0592622522977e-20,0.8339978065997365,0.0
27406.490566037737,-9.847971392019942e-13,2.744314496841038e-20,0.7656748885970164,0.0
27440.30188679245,1.7153468613339774e-12,1.473343717390141e-20,0.789398208391946,0.0
27474.11320754717,-6.272295406575475e-13,2.748835322513463e-20,0.8244767222270903,0.0
27507.924528301886,1.7915713444861192e-12,2.1017042359313585e-20,0.7845000632474938,0.0
27541.735849056604,-2.2290357555667534e-12,3.2396375337950515e-20,0.8185410031731185,0.0
27575.54716981132,-9.683442312043044e-13,2.855617257157524e-20,0.7674427333452691,0.0
27609.35849056604,1.8693799460857864e-12,1.5632411955100064e-20,0.7854284052014565,0.0
27643.169811320753,-1.2872362324278174e-14,2.5225758087260886e-20,0.8526149517528157,0.0
27676.98113207547,-9.66902494034344e-13,2.3626445110011118e-20,0.8107864057208747,0.0
27710.79245283019,3.064383773702447e-12,2.4564817881091766e-20,0.8003294313941466,0.0
27744.603773584906,-1.5303752667263076e-12,2.394405070701376e-20,0.8369393735949553,0.0
27778.415094339623,-2.8818391826796612e-12,2.869020232328466e-20,0.8647887986621803,0.0
27812.22641509434,3.3710692038151327e-12,1.929808578372977e-20,0.7650422732139784,0.0
27846.037735849055,8.033398027565583e-13,3.3078150990556194e-20,0.8562727964211885,0.0
27879.849056603773,-3.961512671614746e-12,1.821063775511414e-20,0.8160209598752663,0.0
27913.66037735849,3.876779717341411e-12,2.832725635370436e-20,0.8557522409607076,0.0
27947.471698113208,-2.0090993590221405e-12,1.7196628463173412e-20,0.8207583605309257,0.0
27981.283018867925,6.724986239507738e-13,1.739593855753437e-20,0.840920620783316,0.0
28015.094339622643,-2.3341720472359097e-12,4.9918697860389675e-20,0.827673938550126,0.0
28048.905660377357,2.3841344891132466e-12,1.1052648564397632e-20,0.8055317861062133,0.0
28082.716981132075,-3.310040968684934e-13,1.5779404425079668e-20,0.7842045657200699,0.0
28116.528301886792,1.5873411594273359e-12,3.4270306876416665e-20,0.807618244429766,0.0
28150.33962264151,-2.0633038458154133e-12,3.402017451804024e-20,0.8297136710612378,0.0
28184.150943396227,2.435244714999125e-13,1.2154503159692433e-20,0.7773451164241395,0.0
28217.962264150945,3.0117545399692464e-13,2.84566142700605e-20,0.791746857826354,0.0
28251.77358490566,1.0197191520593567e-12,4.7915159409947726e-20,0.80929211087635,0.0
28285.584905660377,-1.7247894934651218e-12,1.7800124676051668e-20,0.8415573161644022,0.0
28319.396226415094,-6.142816868757752e-13,1.5636472001737093e-20,0.7790405414573524,0.0
28353.20754716981,1.003052243131335e-12,2.93855163821651e-20,0.8472339524921527,0.0
28387.01886792453,-5.504180407768249e-13,2.2373302998607413e-20,0.7861136688486301,0.0
28420.830188679247,-7.807308181246322e-14,2.2433936939712482e-20,0.7966205089928802,0.0
28454.64150943396,2.2536063668254216e-12,2.979280428347044e-20,0.8391904064187828,0.0
28488.45283018868,-4.43490196860594e-12,5.323556838121862e-20,0.810295025283014,0.0
28522.264150943396,3.8978466178705384e-12,2.457211684573933e-20,0.8445069544200089,0.0
28556.075471698114,-4.362497224901528e-13,2.3915810835704432e-20,0.8101605766654055,0.0
28589.88679245283,-1.0913494551113504e-12,1.1967069156003078e-20,0.8288654004737558,0.0
28623.69811320755,1.1148594369864855e-12,4.022662784719883e-20,0.836573474072629,0.0
28657.509433962263,-4.815195471840595e-13,4.1006735192668483e-20,0.833689314913205,0.0
28691.32075471698,-2.406565316241076e-12,4.0201003339242835e-20,0.8184414455482107,0.0
28725.132075471698,-2.763815041195226e-14,4.185001108228714e-20,0.8406700118571074,0.0
28758.943396226416,1.5760739318797775e-12,2.719199117975761e-20,0.8411051962833945,0.0
28792.754716981133,1.852698316169006e-12,2.58309665961084e-20,0.8218388855726398,0.0
28826.56603773585,-1.9961772051756506e-12,2.949192170534813e-20,0.8044935679876292,0.0
28860.377358490565,-2.880848222670754e-13,4.4227995005362186e-20,0.8242937598292869,0.0
28894.188679245282,1.806180769836917e-12,2.948469884364206e-20,0.8380234785110643,0.0
28928.0,-1.955512666391232e-12,1.663600418494642e-20,0.8098608763770302,0.0
28961.811320754718,1.4703748177398793e-12,2.6492046204432437e-20,0.7736975018068729,0.0
28995.622641509435,-9.709052915091702e-13,4.3988280185817504e-20,0.7847783033440618,0.0
29029.43396226415,-6.6341065252541e-14,3.20731570863263e-20,0.8165494041726925,0.0
29063.245283018867,2.953409250051205e-13,4.0034212384544284e-20,0.8229019352014308,0.0
29097.056603773584,3.932511896466667e-12,5.0552950619297797e-20,0.8121414469937416,0.0
29130.867924528302,-6.806986853827724e-13,1.7645807683595476e-19,0.8619115740353691,0.0
29164.67924528302,-3.349073612741711e-12,5.708400440962144e-19,0.8430592695067579,0.931640625
29198.490566037737,-3.724764812697867e-12,2.3558749056044255e-18,0.7652975805369987,0.90576171875
29232.30188679245,2.443656999153736e-11,3.736977866538549e-18,0.8399933048829699,0.9833984375
29266.11320754717,-3.14785453576852e-11,2.3097383506390385e-18,0.8346177259852768,0.9833984375
29299.924528301886,1.1234756754922998e-11,3.648948078016158e-18,0.796978255975167,0.931640625
29333.735849056604,4.0399217970962495e-11,3.8219721347083695e-18,0.8299990647983941,0.8798828125
29367.54716981132,-2.2934315972073722e-11,4.258199585262945e-18,0.861420002915914,0.931640625
29401.35849056604,-2.563405829830907e-11,2.8940774519542418e-18,0.8581288689004489,0.8798828125
29435.169811320753,1.9004269366835713e-11,2.143759768161848e-18,0.8113972918478554,0.8798828125
29468.98113207547,-1.7981096823965117e-11,2.1688156593963602e-18,0.8567447517979881,0.931640625
29502.79245283019,2.8276128147883494e-11,3.983780582920462e-18,0.8968918027059111,0.95751953125
29536.603773584906,-3.101184175050473e-11,1.8943081974961116e-18,0.8539739173935643,0.828125
29570.415094339623,9.917611533626555e-12,2.95900669652194e-18,0.8740097183512163,0.931640625
29604.22641509434,9.065702826522619e-12,1.942991509539591e-18,0.8354730452784328,0.90576171875
29638.037735849055,-1.5372093808529697e-11,2.5388892723807433e-18,0.8752308969355498,0.85400390625
29671.849056603773,1.5385747874581947e-11,1.5563943705801365e-18,0.8415857925395671,0.828125
29705.66037735849,-8.486114433923594e-12,1.5723221063973307e-18,0.8726888635986884,0.8798828125
29739.471698113208,-1.745913314482299e-14,1.1761352527965523e-18,0.8106916924492111,0.828125
29773.283018867925,-7.62117214815307e-12,1.3492827533744717e-18,0.8910615093752807,0.95751953125
29807.094339622643,1.478198809884426e-11,1.757787095694144e-18,0.8445322093935937,0.95751953125
29840.905660377357,-1.0287697187291588e-11,4.509655898787612e-19,0.8662595343366594,0.8798828125
29874.716981132075,6.037600333795502e-12,1.5817606171225285e-18,0.8831278999886927,0.90576171875
29908.528301886792,-4.655126591285581e-12,9.288631263781508e-19,0.8619878892418529,0.8798828125
29942.33962264151,-1.4415189226004885e-11,1.0651333730138679e-18,0.8825218381211074,0.95751953125
29976.150943396227,2.1223221718783815e-11,1.1832159969022542e-18,0.8822889482350716,0.90576171875
30009.962264150945,-4.334607445740818e-12,1.1147012919273467e-18,0.8740645163868469,0.90576171875
30043.77358490566,3.1618618951471744e-13,6.838283957636297e-19,0.8958209732223087,0.90576171875
30077.584905660377,-1.1607058543791188e-11,6.295962867304473e-19,0.8443282264559182,0.85400390625
30111.396226415094,1.191913707451608e-11,7.757371184956028e-19,0.893538562768153,0.9833984375
30145.20754716981,-1.5311007526916796e-11,8.282660134090646e-19,0.867629248801951,0.7763671875
30179.01886792453,1.9027351127954007e-11,6.306196283305397e-19,0.9081984518810329,0.931640625
30212.830188679247,-4.676627640255142e-12,4.10918001880398e-19,0.8481192361241645,0.95751953125
30246.64150943396,4.125293342983475e-12,4.264654159373406e-19,0.884895879145169,0.9833984375
30280.45283018868,-7.704252846957563e-12,3.6546408187819376e-19,0.8608821165357677,0.90576171875
30314.264150943396,5.270701387748816e-12,1.8629198021625888e-19,0.8773423109031034,0.0
30348.075471698114,-2.3037976131900918e-12,1.7247803340348797e-19,0.8842674716623863,0.0
30381.88679245283,-5.199152899668714e-12,2.962513827465087e-19,0.857842839524589,0.0
